date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:41	8194/8194	---M--	200	added ('OK')	text/css	etag:%222002-5618ea78f7400%22	https://w3crm.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/vendor/bootstrap-datetimepicker/css/bootstrap-datetimepicker.min.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:42	10867/10867	---M--	200	added ('OK')	text/css	etag:%222a73-5f46fd6739700%22	https://w3crm.dexignzone.com/xhtml/vendor/tagify/dist/tagify.css	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/vendor/tagify/dist/tagify.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:43	6030/6030	---M--	200	added ('OK')	image/jpeg	etag:%22178e-5c424653e4600%22	https://w3crm.dexignzone.com/xhtml/images/avatar/1.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/avatar/1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:43	9090/9090	---M--	200	added ('OK')	image/jpeg	etag:%222382-5c424653e4600%22	https://w3crm.dexignzone.com/xhtml/images/avatar/2.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/avatar/2.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:43	1226276/1226276	---M--	200	added ('OK')	text/css	etag:%2212b624-5f570d909e580%22	https://w3crm.dexignzone.com/xhtml/css/style.css	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/css/style.css	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:43	8584/8584	---M--	200	added ('OK')	image/jpeg	etag:%222188-5c424653e4600%22	https://w3crm.dexignzone.com/xhtml/images/avatar/3.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/avatar/3.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:43	7438/7438	---M--	200	added ('OK')	image/jpeg	etag:%221d0e-5c424653e4600%22	https://w3crm.dexignzone.com/xhtml/images/avatar/4.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/avatar/4.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:43	9855/9855	---M--	200	added ('OK')	image/jpeg	etag:%22267f-5c424653e4600%22	https://w3crm.dexignzone.com/xhtml/images/avatar/5.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/avatar/5.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:44	9463/9463	---M-Z	200	added ('OK')	text/html	etag:%2224f7-5f55739121700-gzip%22	https://w3crm.dexignzone.com/xhtml/page-login.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-login.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:44	16137/16137	---M--	200	added ('OK')	image/jpeg	etag:%223f09-5c424a9314b00%22	https://w3crm.dexignzone.com/xhtml/images/tab/1.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/tab/1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:44	110179/110179	---M-Z	200	added ('OK')	text/html	etag:%221ae63-5f57086302e00-gzip%22	https://w3crm.dexignzone.com/xhtml/app-profile.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/app-profile.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:45	543831/543831	---M-Z	200	added ('OK')	text/html	etag:%2284c57-5f5708d38b780-gzip%22	https://w3crm.dexignzone.com/xhtml/email-inbox.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/email-inbox.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:45	181470/181470	---M-Z	200	added ('OK')	text/html	etag:%222c4de-5f56f33a24200-gzip%22	https://w3crm.dexignzone.com/xhtml/index-2.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/index-2.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:45	105393/105393	---M-Z	200	added ('OK')	text/html	etag:%2219bb1-5f56f380b6880-gzip%22	https://w3crm.dexignzone.com/xhtml/employee.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/employee.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:45	148232/148232	---M-Z	200	added ('OK')	text/html	etag:%2224308-5f56f35c79300-gzip%22	https://w3crm.dexignzone.com/xhtml/core-hr.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/core-hr.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:45	98481/98481	---M-Z	200	added ('OK')	text/html	etag:%22180b1-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/finance.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/finance.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:46	111656/111656	---M-Z	200	added ('OK')	text/html	etag:%221b428-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/task.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/task.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:46	116329/116329	---M-Z	200	added ('OK')	text/html	etag:%221c669-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/task-summary.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/task-summary.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:46	93735/93735	---M-Z	200	added ('OK')	text/html	etag:%2216e27-5f56ee6dcf000-gzip%22	https://w3crm.dexignzone.com/xhtml/performance.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/performance.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:46	108738/108738	---M-Z	200	added ('OK')	text/html	etag:%221a8c2-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/project.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/project.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:47	106018/106018	---M-Z	200	added ('OK')	text/html	etag:%2219e22-5f56eebc02880-gzip%22	https://w3crm.dexignzone.com/xhtml/reports.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/reports.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:47	94818/94818	---M-Z	200	added ('OK')	text/html	etag:%2217262-5f56f05bcfd80-gzip%22	https://w3crm.dexignzone.com/xhtml/manage-client.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/manage-client.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:47	82880/82880	---M-Z	200	added ('OK')	text/html	etag:%22143c0-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/edit-profile.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/edit-profile.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:47	91845/91845	---M-Z	200	added ('OK')	text/html	etag:%22166c5-5f57071cdac80-gzip%22	https://w3crm.dexignzone.com/xhtml/post-details.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/post-details.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:47	83275/83275	---M-Z	200	added ('OK')	text/html	etag:%221454b-5f5708c819c80-gzip%22	https://w3crm.dexignzone.com/xhtml/email-compose.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/email-compose.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:48	99635/99635	---M-Z	200	added ('OK')	text/html	etag:%2218533-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/email-read.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/email-read.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:48	84540/84540	---M-Z	200	added ('OK')	text/html	etag:%2214a3c-5f57085979780-gzip%22	https://w3crm.dexignzone.com/xhtml/app-calender.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/app-calender.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:48	95208/95208	---M-Z	200	added ('OK')	text/html	etag:%22173e8-5f5708db2c980-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-product-grid.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-product-grid.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:48	96589/96589	---M-Z	200	added ('OK')	text/html	etag:%221794d-5f5708b506f80-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-product-list.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-product-list.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:49	88101/88101	---M-Z	200	added ('OK')	text/html	etag:%2215825-5f57099db9480-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-product-detail.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-product-detail.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:49	120671/120671	---M-Z	200	added ('OK')	text/html	etag:%221d75f-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-product-order.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-product-order.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:49	94330/94330	---M-Z	200	added ('OK')	text/html	etag:%221707a-5f57089e23980-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-checkout.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-checkout.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:49	90103/90103	---M-Z	200	added ('OK')	text/html	etag:%2215ff7-5f5708a995480-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-invoice.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-invoice.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:49	131623/131623	---M-Z	200	added ('OK')	text/html	etag:%2220227-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ecom-customers.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ecom-customers.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:50	84485/84485	---M-Z	200	added ('OK')	text/html	etag:%2214a05-5f57087bce880-gzip%22	https://w3crm.dexignzone.com/xhtml/chart-flot.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/chart-flot.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:50	82176/82176	---M-Z	200	added ('OK')	text/html	etag:%2214100-5f57088187600-gzip%22	https://w3crm.dexignzone.com/xhtml/chart-morris.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/chart-morris.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:50	86513/86513	---M-Z	200	added ('OK')	text/html	etag:%22151f1-5f57087245200-gzip%22	https://w3crm.dexignzone.com/xhtml/chart-chartjs.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/chart-chartjs.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:50	91841/91841	---M-Z	200	added ('OK')	text/html	etag:%22166c1-5f57086aa4000-gzip%22	https://w3crm.dexignzone.com/xhtml/chart-chartist.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/chart-chartist.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:51	83796/83796	---M-Z	200	added ('OK')	text/html	etag:%2214754-5f570890c9a00-gzip%22	https://w3crm.dexignzone.com/xhtml/chart-sparkline.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/chart-sparkline.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:51	91826/91826	---M-Z	200	added ('OK')	text/html	etag:%22166b2-5f57088928800-gzip%22	https://w3crm.dexignzone.com/xhtml/chart-peity.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/chart-peity.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:51	168034/168034	---M-Z	200	added ('OK')	text/html	etag:%2229062-5f56bba552000-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-accordion.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-accordion.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:51	274757/274757	---M-Z	200	added ('OK')	text/html	etag:%2243145-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-alert.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-alert.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:52	116636/116636	---M-Z	200	added ('OK')	text/html	etag:%221c79c-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-badge.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-badge.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:52	149985/149985	---M-Z	200	added ('OK')	text/html	etag:%22249e1-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-button.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-button.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:52	98403/98403	---M-Z	200	added ('OK')	text/html	etag:%2218063-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-modal.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-modal.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:52	99554/99554	---M-Z	200	added ('OK')	text/html	etag:%22184e2-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-button-group.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-button-group.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:52	113156/113156	---M-Z	200	added ('OK')	text/html	etag:%221ba04-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-list-group.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-list-group.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:53	118172/118172	---M-Z	200	added ('OK')	text/html	etag:%221cd9c-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-card.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-card.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:53	102878/102878	---M-Z	200	added ('OK')	text/html	etag:%22191de-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-carousel.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-carousel.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:53	142301/142301	---M-Z	200	added ('OK')	text/html	etag:%2222bdd-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-dropdown.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-dropdown.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:53	81662/81662	---M-Z	200	added ('OK')	text/html	etag:%2213efe-5f570825f9e00-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-popover.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-popover.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:54	116885/116885	---M-Z	200	added ('OK')	text/html	etag:%221c895-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-progressbar.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-progressbar.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:54	128467/128467	---M-Z	200	added ('OK')	text/html	etag:%221f5d3-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-tab.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-tab.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:54	93014/93014	---M-Z	200	added ('OK')	text/html	etag:%2216b56-5f57084c1f800-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-typography.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-typography.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:54	109662/109662	---M-Z	200	added ('OK')	text/html	etag:%221ac5e-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-pagination.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-pagination.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:54	87102/87102	---M-Z	200	added ('OK')	text/html	etag:%221543e-5f570812e7100-gzip%22	https://w3crm.dexignzone.com/xhtml/ui-grid.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/ui-grid.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:55	117329/117329	---M-Z	200	added ('OK')	text/html	etag:%221ca51-5f5707abe7e00-gzip%22	https://w3crm.dexignzone.com/xhtml/uc-select2.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/uc-select2.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:55	86148/86148	---M-Z	200	added ('OK')	text/html	etag:%2215084-5f57079e8de80-gzip%22	https://w3crm.dexignzone.com/xhtml/uc-nestable.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/uc-nestable.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:55	108750/108750	---M-Z	200	added ('OK')	text/html	etag:%221a8ce-5f5707a446c00-gzip%22	https://w3crm.dexignzone.com/xhtml/uc-noui-slider.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/uc-noui-slider.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:55	86464/86464	---M-Z	200	added ('OK')	text/html	etag:%22151c0-5f5707b389000-gzip%22	https://w3crm.dexignzone.com/xhtml/uc-sweetalert.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/uc-sweetalert.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:56	80573/80573	---M-Z	200	added ('OK')	text/html	etag:%2213abd-5f5707bb2a200-gzip%22	https://w3crm.dexignzone.com/xhtml/uc-toastr.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/uc-toastr.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:56	79620/79620	---M-Z	200	added ('OK')	text/html	etag:%2213704-5f570735a6700-gzip%22	https://w3crm.dexignzone.com/xhtml/map-jqvmap.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/map-jqvmap.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:56	80565/80565	---M-Z	200	added ('OK')	text/html	etag:%2213ab5-5f57077a50900-gzip%22	https://w3crm.dexignzone.com/xhtml/uc-lightgallery.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/uc-lightgallery.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:56	191239/191239	---M-Z	200	added ('OK')	text/html	etag:%222eb07-5f570851d8580-gzip%22	https://w3crm.dexignzone.com/xhtml/widget-basic.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/widget-basic.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:56	136730/136730	---M-Z	200	added ('OK')	text/html	etag:%222161a-5f5708ff69f00-gzip%22	https://w3crm.dexignzone.com/xhtml/form-element.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/form-element.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:57	88486/88486	---M-Z	200	added ('OK')	text/html	etag:%22159a6-5f5709905f500-gzip%22	https://w3crm.dexignzone.com/xhtml/form-wizard.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/form-wizard.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:57	78702/78702	---M-Z	200	added ('OK')	text/html	etag:%221336e-5f5708f7c8d00-gzip%22	https://w3crm.dexignzone.com/xhtml/form-ckeditor.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/form-ckeditor.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:57	89760/89760	---M-Z	200	added ('OK')	text/html	etag:%2215ea0-5f570973c3180-gzip%22	https://w3crm.dexignzone.com/xhtml/form-pickers.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/form-pickers.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:57	94173/94173	---M-Z	200	added ('OK')	text/html	etag:%2216fdd-5f57098aa6780-gzip%22	https://w3crm.dexignzone.com/xhtml/form-validation.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/form-validation.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:58	174397/174397	---M-Z	200	added ('OK')	text/html	etag:%222a93d-5f5707636d300-gzip%22	https://w3crm.dexignzone.com/xhtml/table-bootstrap-basic.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/table-bootstrap-basic.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:58	308103/308103	---M-Z	200	added ('OK')	text/html	etag:%224b387-5f57076b0e500-gzip%22	https://w3crm.dexignzone.com/xhtml/table-datatable-basic.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/table-datatable-basic.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:58	3736/3736	---M-Z	200	added ('OK')	text/html	etag:%22e98-5f50b8c5e7800-gzip%22	https://w3crm.dexignzone.com/xhtml/page-register.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-register.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:58	2070/2070	---M-Z	200	added ('OK')	text/html	etag:%22816-5f51f69f4de80-gzip%22	https://w3crm.dexignzone.com/xhtml/page-error-400.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-error-400.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:59	2146/2146	---M-Z	200	added ('OK')	text/html	etag:%22862-5f51f87ff4c80-gzip%22	https://w3crm.dexignzone.com/xhtml/page-error-403.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-error-403.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:59	2172/2172	---M-Z	200	added ('OK')	text/html	etag:%2287c-5f51f96105f80-gzip%22	https://w3crm.dexignzone.com/xhtml/page-error-404.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-error-404.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:59	2282/2282	---M-Z	200	added ('OK')	text/html	etag:%228ea-5f51f9db17f80-gzip%22	https://w3crm.dexignzone.com/xhtml/page-error-500.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-error-500.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:47:59	2194/2194	---M-Z	200	added ('OK')	text/html	etag:%22892-5f51fa941b400-gzip%22	https://w3crm.dexignzone.com/xhtml/page-error-503.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-error-503.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:48:00	2945/2945	---M-Z	200	added ('OK')	text/html	etag:%22b81-5f50b8d712080-gzip%22	https://w3crm.dexignzone.com/xhtml/page-lock-screen.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/page-lock-screen.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:48:00	77825/77825	---M-Z	200	added ('OK')	text/html	etag:%2213001-5f56bb2d28480-gzip%22	https://w3crm.dexignzone.com/xhtml/empty-page.html	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/empty-page.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
19:48:00	11324/11324	---M--	200	added ('OK')	image/jpeg	etag:%222c3c-5bdf123815600%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic1.jpg	D:/hack/New%20folder/ta/w3crm.dexignzone.com/xhtml/images/contacts/pic1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
